word,category,difficulty,hint
Faye Dunaway,Entertainment,Medium,
Federico Fellini,Entertainment,Medium,
Fellini,Entertainment,Medium,
Femme Fatale,Entertainment,Medium,
Fender Stratocaster,Entertainment,Medium,
Fiddler,Entertainment,Medium,
Field Recording,Entertainment,Medium,
Film Buff,Entertainment,Medium,
Film Critic,Entertainment,Medium,
Film Festival,Entertainment,Medium,
Film Grain,Entertainment,Medium,
Film Score,Entertainment,Medium,
Film Set,Entertainment,Medium,
Film Studio,Entertainment,Medium,
Final Cut,Entertainment,Medium,
Final Draft,Entertainment,Medium,
Fincher,Entertainment,Medium,
Fine Art,Entertainment,Medium,
Firaxis Games,Entertainment,Medium,
Fish Eye Lens,Entertainment,Medium,
Five Nights at Freddys,Entertainment,Medium,
Flash Gordon,Entertainment,Medium,
Flashback,Entertainment,Medium,
Flashdance,Entertainment,Medium,
Fleabag,Entertainment,Medium,
Flight of the Conchords,Entertainment,Medium,
Flip Wilson,Entertainment,Medium,
Florence Foster Jenkins,Entertainment,Medium,
Foley Artist,Entertainment,Medium,
Folk Rock,Entertainment,Medium,
Fonda,Entertainment,Medium,
Font,Entertainment,Medium,
Footloose,Entertainment,Medium,
Forced Perspective,Entertainment,Medium,
Ford Coppola,Entertainment,Medium,
Foreshadowing,Entertainment,Medium,
Fortissimo,Entertainment,Medium,
Four Horsemen,Entertainment,Medium,
Fourth Wall,Entertainment,Medium,
Fox Searchlight,Entertainment,Medium,
Framing,Entertainment,Medium,
Francis Ford Coppola,Entertainment,Medium,
Frank Capra,Entertainment,Medium,
Frank Darabont,Entertainment,Medium,
Frank Herbert,Entertainment,Medium,
Frank Marshall,Entertainment,Medium,
Frank Miller,Entertainment,Medium,
Frank Oz,Entertainment,Medium,
Frank Zappa,Entertainment,Medium,
Frankenstein Monster,Entertainment,Medium,
Franz Kafka,Entertainment,Medium,
Freaks,Entertainment,Medium,
Freddie Mercury,Entertainment,Medium,
French Horn,Entertainment,Medium,
French New Wave,Entertainment,Medium,
Friday Night Lights,Entertainment,Medium,
Fritz Lang,Entertainment,Medium,
FromSoftware,Entertainment,Medium,
Front Office,Entertainment,Medium,
Fugitive,Entertainment,Medium,
Full Metal Alchemist,Entertainment,Medium,
Funk,Entertainment,Medium,
Funny Games,Entertainment,Medium,
Futurism,Entertainment,Medium,
FX Network,Entertainment,Medium,
Gabriel Byrne,Entertainment,Medium,
Gaffer Tape,Entertainment,Medium,
Gal Gadot,Entertainment,Medium,
Game Freak,Entertainment,Medium,
Game Master,Entertainment,Medium,
Game Science,Entertainment,Medium,
Game Show Host,Entertainment,Medium,
Gamergate,Entertainment,Medium,
Garbo,Entertainment,Medium,
Garry Shandling,Entertainment,Medium,
Garry's Mod,Entertainment,Medium,
Gary Cooper,Entertainment,Medium,
Gary Gygax,Entertainment,Medium,
Gary Oldman,Entertainment,Medium,
GBA,Entertainment,Medium,
Gearbox Software,Entertainment,Medium,
Gears of War,Entertainment,Medium,
Geek Culture,Entertainment,Medium,
Gene Kelly,Entertainment,Medium,
Gene Roddenberry,Entertainment,Medium,
Gene Simmons,Entertainment,Medium,
Gene Wilder,Entertainment,Medium,
General Hospital,Entertainment,Medium,
Generation X,Entertainment,Medium,
Genre Film,Entertainment,Medium,
George A Romero,Entertainment,Medium,
George Carlin,Entertainment,Medium,
George Gershwin,Entertainment,Medium,
George Orwell,Entertainment,Medium,
George R R Martin,Entertainment,Medium,
George Takei,Entertainment,Medium,
German Expressionism,Entertainment,Medium,
Gershwin Theatre,Entertainment,Medium,
Get Back,Entertainment,Medium,
Ghost Ship Games,Entertainment,Medium,
Ghost World,Entertainment,Medium,
Ghostface Killah,Entertainment,Medium,
Giacomo Puccini,Entertainment,Medium,
Giallo,Entertainment,Medium,
Gillian Anderson,Entertainment,Medium,
Gillian Flynn,Entertainment,Medium,
Ginger Rogers,Entertainment,Medium,
Giuseppe Verdi,Entertainment,Medium,
Glam Rock,Entertainment,Medium,
Glengarry Glen Ross,Entertainment,Medium,
Glimmer Man,Entertainment,Medium,
Gloria Swanson,Entertainment,Medium,
Go Set a Watchman,Entertainment,Medium,
God Game,Entertainment,Medium,
Godard,Entertainment,Medium,
Godfather Part II,Entertainment,Medium,
Gold Rush,Entertainment,Medium,
Golden Age,Entertainment,Medium,
Golden Compass,Entertainment,Medium,
Goldie Hawn,Entertainment,Medium,
Gone Baby Gone,Entertainment,Medium,
Good Night and Good Luck,Entertainment,Medium,
Gorillaz,Entertainment,Medium,
Gothic Novel,Entertainment,Medium,
Grace Kelly,Entertainment,Medium,
Gracie Allen,Entertainment,Medium,
Graffiti,Entertainment,Medium,
Grand Budapest Hotel,Entertainment,Medium,
Grandmaster Flash,Entertainment,Medium,
Grant Morrison,Entertainment,Medium,
Graphic Novel,Entertainment,Medium,
Gravity Falls,Entertainment,Medium,
Great Dictator,Entertainment,Medium,
Great Escape,Entertainment,Medium,
Great White Hope,Entertainment,Medium,
Green Book,Entertainment,Medium,
Green Lantern Corps,Entertainment,Medium,
Green Screen,Entertainment,Medium,
Greens Person,Entertainment,Medium,
Gregory Peck,Entertainment,Medium,
Greta Gerwig,Entertainment,Medium,
Grindhouse,Entertainment,Medium,
Group Audition,Entertainment,Medium,
Grunge Music,Entertainment,Medium,
Guardian,Entertainment,Medium,
Guardians of the Galaxy,Entertainment,Medium,
Guerrilla Filmmaking,Entertainment,Medium,
Guess Who's Coming to Dinner,Entertainment,Medium,
Guild Wars,Entertainment,Medium,
Guillermo del Toro,Entertainment,Medium,
Guitar Solo,Entertainment,Medium,
Gus Van Sant,Entertainment,Medium,
Gwen Stefani,Entertainment,Medium,
H P Lovecraft,Entertainment,Medium,
H Rider Haggard,Entertainment,Medium,
HAL Laboratory,Entertainment,Medium,
Half Life,Entertainment,Medium,
Halftime Show,Entertainment,Medium,
Hammer Films,Entertainment,Medium,
Hancock,Entertainment,Medium,
Handel,Entertainment,Medium,
Hannibal,Entertainment,Medium,
Hans Christian Andersen,Entertainment,Medium,
Happy Birthday Song,Entertainment,Medium,
Happy Gilmore,Entertainment,Medium,
Harakiri,Entertainment,Medium,
Hard Boiled,Entertainment,Medium,
Harlan Ellison,Entertainment,Medium,
Harley Quinn,Entertainment,Medium,
Harold Lloyd,Entertainment,Medium,
HarperCollins,Entertainment,Medium,
Harpsichord,Entertainment,Medium,
Harry Belafonte,Entertainment,Medium,
Harry Houdini,Entertainment,Medium,
Harvey Keitel,Entertainment,Medium,
Hayao Miyazaki,Entertainment,Medium,
Hays Code,Entertainment,Medium,
Headshot,Entertainment,Medium,
Heartland Rock,Entertainment,Medium,
Heat Wave,Entertainment,Medium,
Heath Ledger,Entertainment,Medium,
Heather Graham,Entertainment,Medium,
Hedy Lamarr,Entertainment,Medium,
Heist Film,Entertainment,Medium,
Helena Bonham Carter,Entertainment,Medium,
Hellboy,Entertainment,Medium,
Hells Kitchen,Entertainment,Medium,
Helmut Newton,Entertainment,Medium,
Henchman,Entertainment,Medium,
Henry Cavill,Entertainment,Medium,
Henry Mancini,Entertainment,Medium,
Herbie Hancock,Entertainment,Medium,
Hercules,Entertainment,Medium,
Herman Melville,Entertainment,Medium,
Hermann Hesse,Entertainment,Medium,
Herzog,Entertainment,Medium,
Heston Blumenthal,Entertainment,Medium,
High Fidelity,Entertainment,Medium,
High Noon,Entertainment,Medium,
Hill Street Blues,Entertainment,Medium,
Himesh Patel,Entertainment,Medium,
Hindemith,Entertainment,Medium,
Hirokazu Kore eda,Entertainment,Medium,
Hitchcockian,Entertainment,Medium,
Hocus Pocus,Entertainment,Medium,
Hogwarts Legacy,Entertainment,Medium,
Holby City,Entertainment,Medium,
Holly Hunter,Entertainment,Medium,
Hollywood Squares,Entertainment,Medium,
Hologram,Entertainment,Medium,
Homage,Entertainment,Medium,
Home Improvement,Entertainment,Medium,
Homer,Entertainment,Medium,
Hoop Dreams,Entertainment,Medium,
Hopoo Games,Entertainment,Medium,
Horror Comedy,Entertainment,Medium,
Horrorcore,Entertainment,Medium,
Horse Opera,Entertainment,Medium,
Hot Fuzz,Entertainment,Medium,
Hot Rocks,Entertainment,Medium,
House of Cards,Entertainment,Medium,
House of Flying Daggers,Entertainment,Medium,
Howard Hawks,Entertainment,Medium,
Howard Shore,Entertainment,Medium,
Howl's Moving Castle,Entertainment,Medium,
Hozier,Entertainment,Medium,
Hugh Grant,Entertainment,Medium,
Hugo Weaving,Entertainment,Medium,
Human Fall Flat,Entertainment,Medium,
Human Planet,Entertainment,Medium,
Hunter S Thompson,Entertainment,Medium,
Hunter x Hunter,Entertainment,Medium,
Hype Williams,Entertainment,Medium,
Hyperlink Cinema,Entertainment,Medium,
I Robot,Entertainment,Medium,
I Shot Andy Warhol,Entertainment,Medium,
Ian Fleming,Entertainment,Medium,
Ice T,Entertainment,Medium,
Iceman,Entertainment,Medium,
Idris Elba,Entertainment,Medium,
Iggy Pop,Entertainment,Medium,
IKEA,Entertainment,Medium,
Il Trovatore,Entertainment,Medium,
Illumination,Entertainment,Medium,
Illusion,Entertainment,Medium,
Ilya Repin,Entertainment,Medium,
Imdb Pro,Entertainment,Medium,
Immortal Technique,Entertainment,Medium,
Impressionism,Entertainment,Medium,
Improv Comedy,Entertainment,Medium,
In Bruges,Entertainment,Medium,
In Cold Blood,Entertainment,Medium,
In Memoriam,Entertainment,Medium,
In the Mood for Love,Entertainment,Medium,
Indie Film,Entertainment,Medium,
Indie Game,Entertainment,Medium,
Indie Rock,Entertainment,Medium,
Industrial Light Magic,Entertainment,Medium,
Ingmar Bergman,Entertainment,Medium,
Inglourious Basterds,Entertainment,Medium,
Inherent Vice,Entertainment,Medium,
Ink Master,Entertainment,Medium,
Inkle,Entertainment,Medium,
Innuendo,Entertainment,Medium,
Insidious,Entertainment,Medium,
Inspector Gadget,Entertainment,Medium,
Installation Art,Entertainment,Medium,
Instructional,Entertainment,Medium,
Intellectual Property,Entertainment,Medium,
Interlude,Entertainment,Medium,
International Box Office,Entertainment,Medium,
Interpol,Entertainment,Medium,
Interplay Entertainment,Entertainment,Medium,
Intolerance,Entertainment,Medium,
Intouchables,Entertainment,Medium,
Iron Gate,Entertainment,Medium,
Irrational Games,Entertainment,Medium,
Irving Berlin,Entertainment,Medium,
Irving Thalberg,Entertainment,Medium,
Isaac Asimov,Entertainment,Medium,
Isaac Hayes,Entertainment,Medium,
Isabelle Huppert,Entertainment,Medium,
Isengard,Entertainment,Medium,
It Happened One Night,Entertainment,Medium,
It's a Mad Mad Mad Mad World,Entertainment,Medium,
It's a Wonderful Life,Entertainment,Medium,
Italian Neorealism,Entertainment,Medium,
Itchy and Scratchy,Entertainment,Medium,
Ivan Reitman,Entertainment,Medium,
J Edgar Hoover,Entertainment,Medium,
J Geils Band,Entertainment,Medium,
J Mascis,Entertainment,Medium,
J Pop,Entertainment,Medium,
Jack Kirby,Entertainment,Medium,
Jack Lemmon,Entertainment,Medium,
Jack London,Entertainment,Medium,
Jack Palance,Entertainment,Medium,
Jack White,Entertainment,Medium,
Jackie Gleason,Entertainment,Medium,
Jackson Pollock,Entertainment,Medium,
Jacob Marley,Entertainment,Medium,
Jacques Brel,Entertainment,Medium,
Jacques Tati,Entertainment,Medium,
Jagged Little Pill,Entertainment,Medium,
Jake Gyllenhaal,Entertainment,Medium,
James Baldwin,Entertainment,Medium,
James Cagney,Entertainment,Medium,
James Gandolfini,Entertainment,Medium,
James Gunn,Entertainment,Medium,
James Ivory,Entertainment,Medium,
James Joyce,Entertainment,Medium,
James Mangold,Entertainment,Medium,
James Taylor,Entertainment,Medium,
Jamie Foxx,Entertainment,Medium,
Janelle Monae,Entertainment,Medium,
Janet Leigh,Entertainment,Medium,
Janis Joplin,Entertainment,Medium,
Jar Jar Binks,Entertainment,Medium,
Jared Leto,Entertainment,Medium,
Jarmusch,Entertainment,Medium,
Jason Bateman,Entertainment,Medium,
Jason Bourne,Entertainment,Medium,
Jason Statham,Entertainment,Medium,
Jason Voorhees,Entertainment,Medium,
Javier Bardem,Entertainment,Medium,
Jazz Age,Entertainment,Medium,
Jazz Fest,Entertainment,Medium,
Jean Cocteau,Entertainment,Medium,
Jean Harlow,Entertainment,Medium,
Jean Luc Godard,Entertainment,Medium,
Jean Reno,Entertainment,Medium,
Jean Shepherd,Entertainment,Medium,
Jeff Beck,Entertainment,Medium,
Jeff Bridges,Entertainment,Medium,
Jeff Buckley,Entertainment,Medium,
Jeff Daniels,Entertainment,Medium,
Jello Biafra,Entertainment,Medium,
Jemaine Clement,Entertainment,Medium,
Jennifer Beals,Entertainment,Medium,
Jennifer Connelly,Entertainment,Medium,
Jennifer Coolidge,Entertainment,Medium,
Jennifer Garner,Entertainment,Medium,
Jennifer Jason Leigh,Entertainment,Medium,
Jennifer Lopez,Entertainment,Medium,
Jeremy Irons,Entertainment,Medium,
Jeremy Renner,Entertainment,Medium,
Jerry Goldsmith,Entertainment,Medium,
Jerry Lewis,Entertainment,Medium,
Jerry Orbach,Entertainment,Medium,
Jessica Chastain,Entertainment,Medium,
Jessica Lange,Entertainment,Medium,
Jet Set Radio,Entertainment,Medium,
Jethro Tull,Entertainment,Medium,
Jib,Entertainment,Medium,
Jim Henson,Entertainment,Medium,
Jim Jarmusch,Entertainment,Medium,
Jim Morrison,Entertainment,Medium,
Jimmy Cliff,Entertainment,Medium,
Jimmy Page,Entertainment,Medium,
JJ Abrams,Entertainment,Medium,
Joan Baez,Entertainment,Medium,
Joan Cusack,Entertainment,Medium,
Joan Jett,Entertainment,Medium,
Joaquin Phoenix,Entertainment,Medium,
Joe Dante,Entertainment,Medium,
Joe Johnston,Entertainment,Medium,
Joel Schumacher,Entertainment,Medium,
John Barry,Entertainment,Medium,
John Belushi,Entertainment,Medium,
John Boyega,Entertainment,Medium,
John Cage,Entertainment,Medium,
John Cassavetes,Entertainment,Medium,
John Cleese,Entertainment,Medium,
John Coltrane,Entertainment,Medium,
John Cusack,Entertainment,Medium,
John Ford,Entertainment,Medium,
John Gielgud,Entertainment,Medium,
John Goodman,Entertainment,Medium,
John Hurt,Entertainment,Medium,
John Huston,Entertainment,Medium,
John Landis,Entertainment,Medium,
John Lasseter,Entertainment,Medium,
John Lee Hooker,Entertainment,Medium,
John Lithgow,Entertainment,Medium,
John Madden,Entertainment,Medium,
John Malkovich,Entertainment,Medium,
John Mayer,Entertainment,Medium,
John McTiernan,Entertainment,Medium,
John Mellencamp,Entertainment,Medium,
John Milton,Entertainment,Medium,
John Oliver,Entertainment,Medium,
John Singleton,Entertainment,Medium,
John Steinbeck,Entertainment,Medium,
John Turturro,Entertainment,Medium,
John Waters,Entertainment,Medium,
John Woo,Entertainment,Medium,
Johnny Carson,Entertainment,Medium,
Johnny Guitar,Entertainment,Medium,
Johnny Marr,Entertainment,Medium,
Jon Favreau,Entertainment,Medium,
Jon Hamm,Entertainment,Medium,
Jon Voight,Entertainment,Medium,
Jonathan Demme,Entertainment,Medium,
Jonathan Franzen,Entertainment,Medium,
Jonathan Pryce,Entertainment,Medium,
Jonathan Richman,Entertainment,Medium,
Jonathan Tunick,Entertainment,Medium,
Joni Mitchell,Entertainment,Medium,
Jordan Peele,Entertainment,Medium,
Josef von Sternberg,Entertainment,Medium,
Joseph Conrad,Entertainment,Medium,
Joseph Gordon Levitt,Entertainment,Medium,
Josh Brolin,Entertainment,Medium,
Joss Whedon,Entertainment,Medium,
Journey Band,Entertainment,Medium,
Joy Division,Entertainment,Medium,
Juilliard School,Entertainment,Medium,
Jukebox Musical,Entertainment,Medium,
Jules Verne,Entertainment,Medium,
Julia Child,Entertainment,Medium,
Julia Louis Dreyfus,Entertainment,Medium,
Julian Schnabel,Entertainment,Medium,
Julianne Moore,Entertainment,Medium,
Julie Delpy,Entertainment,Medium,
Julie Taymor,Entertainment,Medium,
Juliette Binoche,Entertainment,Medium,
Juliette Lewis,Entertainment,Medium,
Jump Cut,Entertainment,Medium,
Juno,Entertainment,Medium,
Jupiter Ascending,Entertainment,Medium,
Jurassic Park III,Entertainment,Medium,
Just Dance,Entertainment,Medium,
Justin Paul,Entertainment,Medium,
Kacey Musgraves,Entertainment,Medium,
Kafkaesque,Entertainment,Medium,
Kaiju,Entertainment,Medium,
Kal Penn,Entertainment,Medium,
Karaoke,Entertainment,Medium,
Karl Lagerfeld,Entertainment,Medium,
Karl Malden,Entertainment,Medium,
Kate Beckinsale,Entertainment,Medium,
Kate Bush,Entertainment,Medium,
Kate Hudson,Entertainment,Medium,
Kate McKinnon,Entertainment,Medium,
Kate Upton,Entertainment,Medium,
Katharine Ross,Entertainment,Medium,
Kathleen Turner,Entertainment,Medium,
Kathryn Bigelow,Entertainment,Medium,
Kathy Bates,Entertainment,Medium,
Katie Holmes,Entertainment,Medium,
Katy Perry,Entertainment,Medium,
Kazuo Ishiguro,Entertainment,Medium,
Keira Knightley,Entertainment,Medium,
Keith David,Entertainment,Medium,
Keith Moon,Entertainment,Medium,
Keith Richards,Entertainment,Medium,
Kelly Clarkson,Entertainment,Medium,
Kendrick Lamar,Entertainment,Medium,
Ken Loach,Entertainment,Medium,
Ken Russell,Entertainment,Medium,
Kenny Chesney,Entertainment,Medium,
Kenny G,Entertainment,Medium,
Kerouac,Entertainment,Medium,
Kesha,Entertainment,Medium,
Kevin Bacon,Entertainment,Medium,
Kevin Kline,Entertainment,Medium,
Kevin Smith,Entertainment,Medium,
Key Grip,Entertainment,Medium,
Key Light,Entertainment,Medium,
Khaled Hosseini,Entertainment,Medium,
Kicker,Entertainment,Medium,
Kickstart My Heart,Entertainment,Medium,
Kid Rock,Entertainment,Medium,
Kidman,Entertainment,Medium,
Kieslowski,Entertainment,Medium,
Kill Fee,Entertainment,Medium,
Killer Klowns,Entertainment,Medium,
Kim Basinger,Entertainment,Medium,
Kim Gordon,Entertainment,Medium,
Kim Novak,Entertainment,Medium,
King Crimson,Entertainment,Medium,
King Vidor,Entertainment,Medium,
Kingdom Hearts,Entertainment,Medium,
Kingsman,Entertainment,Medium,
Kino Lorber,Entertainment,Medium,
Kirk Douglas,Entertainment,Medium,
Kirsten Dunst,Entertainment,Medium,
Kit Harington,Entertainment,Medium,
Klaus Kinski,Entertainment,Medium,
Knightley,Entertainment,Medium,
Knocked Up,Entertainment,Medium,
Kool Keith,Entertainment,Medium,
Krafton,Entertainment,Medium,
Kraftwerk,Entertainment,Medium,
Kristen Stewart,Entertainment,Medium,
Kristen Wiig,Entertainment,Medium,
Kurosawa,Entertainment,Medium,
Kurt Russell,Entertainment,Medium,
Kurt Vonnegut,Entertainment,Medium,
Kyle MacLachlan,Entertainment,Medium,
Kyrie Irving,Entertainment,Medium,
L Frank Baum,Entertainment,Medium,
La Dolce Vita,Entertainment,Medium,
Labyrinth,Entertainment,Medium,
Lady Bird,Entertainment,Medium,
Lakeith Stanfield,Entertainment,Medium,
Lambert Wilson,Entertainment,Medium,
Lampoon,Entertainment,Medium,
Lana Del Rey,Entertainment,Medium,
Lance Henriksen,Entertainment,Medium,
Land of the Lost,Entertainment,Medium,
Langston Hughes,Entertainment,Medium,
Lap Steel Guitar,Entertainment,Medium,
Larry David,Entertainment,Medium,
Larry Flynt,Entertainment,Medium,
Larry Sanders Show,Entertainment,Medium,
Lars von Trier,Entertainment,Medium,
Laserdisc,Entertainment,Medium,
Last Tango in Paris,Entertainment,Medium,
Late Night Show,Entertainment,Medium,
Latin Music,Entertainment,Medium,
Laura Dern,Entertainment,Medium,
Laura Linney,Entertainment,Medium,
act,Actions,Easy,To perform or do something
add,Actions,Easy,To put something with something else
ask,Actions,Easy,To request information
bake,Actions,Easy,To cook in an oven using dry heat
bat,Actions,Easy,To hit a ball with a piece of wood
be,Actions,Easy,To exist or live
beg,Actions,Easy,To ask earnestly for something
begin,Actions,Easy,To start doing something
bend,Actions,Easy,To curve something straight
bet,Actions,Easy,To risk money on an outcome
bid,Actions,Easy,"To offer a price, especially at auction"
bite,Actions,Easy,To cut with teeth
bleed,Actions,Easy,To lose blood
bless,Actions,Easy,To ask for divine favor upon
blink,Actions,Easy,To close and open eyes quickly
blow,Actions,Easy,To expel air from the mouth
blush,Actions,Easy,To become red in the face from shyness
boast,Actions,Easy,To talk with excessive pride
boil,Actions,Easy,To heat liquid until it bubbles
borrow,Actions,Easy,To take something to use temporarily
bounce,Actions,Easy,To rebound off a surface
bow,Actions,Easy,To bend the head or body forward
box,Actions,Easy,To fight with fists
brake,Actions,Easy,To slow or stop a vehicle
break,Actions,Easy,To separate into pieces
breathe,Actions,Easy,To take air into the lungs
bring,Actions,Easy,To carry something towards a place
brush,Actions,Easy,To clean or smooth with bristles
build,Actions,Easy,To construct something
bump,Actions,Easy,To knock against something accidentally
burn,Actions,Easy,To be on fire or damage by heat
bury,Actions,Easy,To put a dead body in the ground
buy,Actions,Easy,To obtain something by paying money
buzz,Actions,Easy,"To make a low, continuous humming sound"
call,Actions,Easy,To shout or speak loudly to attract attention
camp,Actions,Easy,To live temporarily in a tent
care,Actions,Easy,To feel concern or interest
carry,Actions,Easy,To support and move something
carve,Actions,Easy,To cut wood or stone into a shape
catch,Actions,Easy,To intercept and hold a moving object
cause,Actions,Easy,To make something happen
change,Actions,Easy,To make or become different
charge,Actions,Easy,To ask an amount as a price
chase,Actions,Easy,To pursue in order to catch
chat,Actions,Easy,"To talk in a friendly, informal way"
cheat,Actions,Easy,To act dishonestly to gain advantage
check,Actions,Easy,To examine for accuracy or condition
cheer,Actions,Easy,To shout for joy or in praise
chew,Actions,Easy,To bite and work food in the mouth
choose,Actions,Easy,To select from a number of possibilities
chop,Actions,Easy,To cut with repeated sharp blows
claim,Actions,Easy,To state that something is the case
clap,Actions,Easy,To strike palms together
clean,Actions,Easy,To make free from dirt or mess
clear,Actions,Easy,To remove obstruction from
climb,Actions,Easy,To go up using feet and hands
clip,Actions,Easy,To cut short with shears or scissors
close,Actions,Easy,To move to block an opening
coach,Actions,Easy,To train or instruct a team or performer
coil,Actions,Easy,To arrange in loops or rings
collect,Actions,Easy,To gather together
color,Actions,Easy,To add pigment or dye to
comb,Actions,Easy,To untangle or style hair
come,Actions,Easy,To move or travel towards the speaker
command,Actions,Easy,To give an authoritative order
compare,Actions,Easy,To note similarities or differences
compete,Actions,Easy,To strive against others to win
complain,Actions,Easy,To express dissatisfaction
complete,Actions,Easy,To finish making or doing
cook,Actions,Easy,To prepare food by heating
copy,Actions,Easy,To make a replica of
correct,Actions,Easy,To put right an error
cost,Actions,Easy,To require the payment of
cough,Actions,Easy,To expel air from lungs with sharp sound
count,Actions,Easy,To determine the total number of
cover,Actions,Easy,To place something over or on
crack,Actions,Easy,To break without complete separation
crash,Actions,Easy,To collide violently
crawl,Actions,Easy,To move forward on hands and knees
cross,Actions,Easy,To go from one side to the other
crush,Actions,Easy,To deform by pressure
cry,Actions,Easy,To shed tears
cure,Actions,Easy,To relieve of the symptoms of disease
curl,Actions,Easy,To form into a curved shape
curve,Actions,Easy,To form into a bend
cut,Actions,Easy,To divide with a knife or sharp tool
cycle,Actions,Easy,To ride a bicycle
dam,Actions,Easy,To build a barrier across a river
damage,Actions,Easy,To inflict physical harm
dance,Actions,Easy,To move rhythmically to music
dare,Actions,Easy,To have the courage to do something
deal,Actions,Easy,To distribute cards in a game
decay,Actions,Easy,To rot or decompose
decide,Actions,Easy,To make a choice from possibilities
delay,Actions,Easy,To make someone or something late
deliver,Actions,Easy,To bring and hand over
depend,Actions,Easy,To rely on
describe,Actions,Easy,To give an account in words
design,Actions,Easy,To plan the look or workings of
destroy,Actions,Easy,To end the existence of by damaging
detect,Actions,Easy,To discover the presence of
develop,Actions,Easy,To grow or cause to grow
dig,Actions,Easy,To break up earth with a tool or hands
dislike,Actions,Easy,To feel distaste or aversion for
dive,Actions,Easy,To plunge head first into water
divide,Actions,Easy,To separate into parts
do,Actions,Easy,To perform an action
double,Actions,Easy,To make twice as much or many
doubt,Actions,Easy,To feel uncertain about
drag,Actions,Easy,To pull along forcefully or with difficulty
drain,Actions,Easy,To cause water or liquid to run out
draw,Actions,Easy,To produce a picture with lines
dream,Actions,Easy,To experience images during sleep
dress,Actions,Easy,To put on clothes
drink,Actions,Easy,To take liquid into the body
drip,Actions,Easy,To fall in small drops
drive,Actions,Easy,To operate and control a vehicle
drop,Actions,Easy,To let or make fall vertically
drown,Actions,Easy,To die through submersion in water
drum,Actions,Easy,To play a percussion instrument
dry,Actions,Easy,To become free from moisture
dust,Actions,Easy,To remove dirt from surfaces
earn,Actions,Easy,To obtain money for labor or services
eat,Actions,Easy,To put food into the mouth and swallow
edit,Actions,Easy,To prepare written material for publication
empty,Actions,Easy,To remove all contents from
end,Actions,Easy,To bring to a final point; finish
enjoy,Actions,Easy,To take delight or pleasure in
enter,Actions,Easy,To come or go into
escape,Actions,Easy,To break free from confinement
examine,Actions,Easy,To inspect closely
excite,Actions,Easy,To cause strong feelings of enthusiasm
excuse,Actions,Easy,To forgive or overlook a fault
exist,Actions,Easy,To have objective reality or being
expand,Actions,Easy,To become or make larger
expect,Actions,Easy,To regard as likely to happen
explain,Actions,Easy,To make clear by describing in detail
explode,Actions,Easy,To burst with a loud noise
face,Actions,Easy,To confront and deal with
fade,Actions,Easy,To gradually grow faint and disappear
fail,Actions,Easy,To be unsuccessful in achieving a goal
fall,Actions,Easy,To move downwards rapidly without control
fasten,Actions,Easy,To close or join securely
fax,Actions,Easy,To send a document electronically
fear,Actions,Easy,To be afraid of
feed,Actions,Easy,To give food to
feel,Actions,Easy,To experience an emotion or sensation
fence,Actions,Easy,To surround with a barrier
fetch,Actions,Easy,To go for and bring back
fight,Actions,Easy,To take part in a violent struggle
file,Actions,Easy,To place documents in a folder
fill,Actions,Easy,To make or become full
film,Actions,Easy,To make a motion picture of
find,Actions,Easy,To discover by chance or searching
finish,Actions,Easy,To bring a task or activity to an end
fire,Actions,Easy,To dismiss from a job
fit,Actions,Easy,To be the right shape or size for
fix,Actions,Easy,To repair or mend
flap,Actions,Easy,To move wings up and down
flash,Actions,Easy,"To shine in a brief, sudden way"
float,Actions,Easy,To rest on the surface of a liquid
flood,Actions,Easy,To cover with water
flow,Actions,Easy,To move steadily in a stream
flower,Actions,Easy,To produce blossoms
fly,Actions,Easy,To move through the air using wings
fold,Actions,Easy,To bend something over on itself
follow,Actions,Easy,To go or come after
fool,Actions,Easy,To trick or deceive someone
force,Actions,Easy,To make someone do something unwillingly
forget,Actions,Easy,To fail to remember
forgive,Actions,Easy,To stop feeling angry towards someone
form,Actions,Easy,To bring together parts to create
found,Actions,Easy,To establish or originate
frame,Actions,Easy,To place a picture in a border
freeze,Actions,Easy,To become hardened into ice
frighten,Actions,Easy,To make someone afraid
fry,Actions,Easy,To cook in hot fat or oil
gather,Actions,Easy,To come or bring together
gaze,Actions,Easy,To look steadily and intently
get,Actions,Easy,"To receive, obtain, or buy"
give,Actions,Easy,To freely transfer possession of
glow,Actions,Easy,To give out steady light without flame
glue,Actions,Easy,To fasten or join with adhesive
go,Actions,Easy,To move from one place to another
grab,Actions,Easy,To seize suddenly and roughly
grate,Actions,Easy,To shred food into small pieces
grease,Actions,Easy,To smear or lubricate with fat
greet,Actions,Easy,To give a polite word or sign of welcome
grin,Actions,Easy,To smile broadly
grip,Actions,Easy,To take and keep a firm hold
groan,Actions,Easy,To make a deep sound of pain or despair
grow,Actions,Easy,To undergo natural development
guard,Actions,Easy,To watch over to protect or control
guess,Actions,Easy,To estimate without sufficient information
guide,Actions,Easy,To show or indicate the way
hammer,Actions,Easy,To hit with a heavy tool
hand,Actions,Easy,To pick up and give to someone
handle,Actions,Easy,To feel or manipulate with the hands
hang,Actions,Easy,To suspend or be suspended from above
happen,Actions,Easy,To take place; occur
harm,Actions,Easy,To physically injure
hate,Actions,Easy,To feel intense dislike for
haul,Actions,Easy,To pull or drag with effort
haunt,Actions,Easy,To manifest as a ghost
